,title,description,topic,,
2663,"Ngô Kiến Huy, Hoàng Yến Chibi đóng 'Trò chơi tử thần' ","Ngô Kiến Huy, Hoàng Yến Chibi... đóng cảnh hành động trong ""Trò chơi tử thần"" - phim hợp tác giữa êkíp Việt - Nhật.",giai-tri,,
2664,Chàng trai quê Trà Vinh thi Mister Global 2022 ,"Thạch Kiêm Mara - quê Trà Vinh - có làn da đen bóng, thể hình tốt, được chọn thi Mister Global 2022.",giai-tri,,
2665,"Lê Hiếu, Nguyên Hà tập luyện cho show In the Mirror","Hai ca sĩ dành nhiều thời gian trao đổi để kết hợp nhuần nhuyễn với nhau trong các bản phối mới, trước thềm show In the Mirror - Gương thần.",giai-tri,,
2666,Tân thủ tướng Anh Liz Truss chuộng mặc đồ màu sắc,"Thủ tướng Anh Liz Truss thường mặc cả bộ màu hồng, vàng, xanh dương, cam... khi đi làm lẫn đời thường.",giai-tri,,
2667,"Ban tổ chức show nhạc Khánh Hà, Tô Chấn Phong xin lỗi ","Ban tổ chức show ""Nhạc tình muôn thuở"" của Khánh Hà - Tô Chấn Phong xin lỗi vì chương trình kết thúc đột ngột, khiến người xem hụt hẫng.",giai-tri,,
2668,Justin Bieber lao đao vì bệnh tật ,"Justin Bieber mắc hội chứng liệt nửa mặt, bệnh lyme, tăng bạch cầu đơn nhân nhiễm khuẩn... ảnh hưởng tới ngoại hình, tâm lý.",giai-tri,,
2669,Thẩm Thúy Hằng trong ký ức người ở lại ,"Đồng nghiệp ngưỡng mộ vẻ đẹp ""nghiêng nước nghiêng thành"" và tấm lòng lương thiện, hào sảng của minh tinh Thẩm Thúy Hằng.",giai-tri,,
2670,"Nghệ sĩ cúng tổ, mong sân khấu khởi sắc ","Nghệ sĩ hai miền Nam - Bắc như Kim Xuân, Hữu Châu, Quang Tèo... cúng giỗ tổ, mong sân khấu sôi động sau hai năm trầm lắng vì dịch.",giai-tri,,
2671,Giọng ca huyền thoại của H.O.T trở lại ,"Kangta - giọng ca chính của nhóm nhạc huyền thoại H.O.T - trở lại phát hành album ""Eyes on you"" sau 17 năm.",giai-tri,,
2672,Ricky Martin kiện cháu họ 20 triệu USD ,"Puerto RicoCa sĩ Ricky Martin đòi cháu họ Sanchez bồi thường 20 triệu USD vì tung tin anh bạo hành gia đình, loạn luân.",giai-tri,,
2673,Dụng cụ ăn trầu hơn 700 năm được trưng bày,"Khoảng 250 hiện vật ăn trầu như bình vôi, khay, ống nhổ, dao... từ thế kỷ 13 được trưng bày ở Bảo tàng TP HCM (quận 1).",giai-tri,,
2674,Hugh Jackman hôn vợ trên thảm đỏ Venice,ItalyVợ chồng tài tử Hugh Jackman thể hiện tình cảm khăng khít khi dự Liên hoan phim Venice tối 7/9.,giai-tri,,
2675,Những vai diễn ghi dấu ấn Thẩm Thúy Hằng ,"Thẩm Thúy Hằng ghi dấu ấn với vai đẫm nước mắt, số phận éo le trong các phim tình cảm, tâm lý xã hội như ""Sóng tình"" (1969), ""Nàng"" (1970).",giai-tri,,
2676,Cảnh ngã của Trương Hàn bị chê thô vụng ,"Cảnh diễn viên Trung Quốc Trương Hàn kéo dây áo ngực của Vương Hiểu Thần khi cô ngã bị chê thô vụng, sàm sỡ phụ nữ.",giai-tri,,
2677,Vương Anh Tú - từ 'hit maker' thành ca sĩ triệu view ,"Vương Anh Tú - tác giả loạt hit của Hồ Ngọc Hà, Đức Phúc - giảm 30 kg để lấn sân ca hát, tạo loạt MV triệu view.",giai-tri,,
2678,Lương Triều Vỹ đoạt giải ở LHP Busan ,"Tài tử Hong Kong Lương Triều Vỹ được trao giải ""Nhà làm phim châu Á của năm"" tại Liên hoan phim quốc tế Busan 2022.",giai-tri,,
2679,Thí sinh Miss Grand Vietnam đọ phong cách ,"Top 52 vòng chung khảo Miss Grand Vietnam 2022 mặc trang phục cắt xẻ, nhận sash từ hoa hậu Thùy Tiên, chiều 7/9, tại TP HCM.",giai-tri,,
2680,Thẩm Thúy Hằng - một đời vàng son ,"Minh tinh Thẩm Thúy Hằng là biểu tượng nhan sắc thập niên 1960-1970, cuối đời tu tại gia, sống ẩn dật sau nhiều biến cố.",giai-tri,,
2681,10 năm 'Gangnam style' chinh phục khán giả ,"Khi ""Gangnam style"" vượt 2,1 tỷ lượt xem năm 2014, YouTube phải nâng cấp bộ đếm.",giai-tri,,
2682,'Môn phái võ mèo': Giá trị của sự khác biệt,"Hank đến đất nước của loài mèo để học làm samurai nhưng bị tống vào ngục, trong phim ""Môn phái võ mèo: Huyền thoại một chú chó"".",giai-tri,,
2683,Minh tinh Thẩm Thúy Hằng qua đời ,Nghệ sĩ Thẩm Thúy Hằng - minh tinh hàng đầu điện ảnh Việt Nam một thời - qua đời ở tuổi 83.,giai-tri,,
2684,Lý do một số đàn ông thích mặc váy ,"Một bộ phận đàn ông thích mặc váy để phá vỡ những giới hạn trong thời trang, xóa bỏ định kiến chỉ nữ mới được diện trang phục này.",giai-tri,,
2685,Brad Pitt bị kiện 250 triệu USD ,"Công ty cũ của Angelina Jolie - Nouvel - nộp đơn lên tòa án Los Angeles, Mỹ, kiện Brad Pitt đòi bồi thường 250 triệu USD, hôm 6/9.",giai-tri,,
2686,Khánh Hà: 'Tôi rất chiều chồng' ,Khánh Hà nói hơn 30 năm bên nhau chị luôn chiều chuộng chồng - ca sĩ Tô Chấn Phong - và yêu tính cách hiền lành của anh.,giai-tri,,
2687,Cây đèn hình người quỳ - bảo vật từ ngôi mộ cổ ,Cây đèn hình người quỳ - bảo vật quốc gia - được tìm thấy trong mộ cổ cách đây hơn 2.000 năm ở Thanh Hóa.,giai-tri,,
2688,Con gái Đoan Trang ra MV đón năm học mới ,"Con gái Đoan Trang, bé Sol (8 tuổi), ra MV ""Tuổi đời mênh mông "" đón năm học mới.",giai-tri,,
2689,Bùi Quỳnh Hoa thi Siêu mẫu Quốc tế 2022 ,Bùi Quỳnh Hoa - Top 10 Hoa Hậu Hoàn Vũ Việt Nam 2022 - được chọn thi Siêu mẫu Quốc tế 2022.,giai-tri,,
2690,Âu Dương Phấn Cường: 'Đời này chỉ yêu một người' ,"""Giả Bảo Ngọc"" Âu Dương Phấn Cường và vợ bên nhau 40 năm, ông nói chỉ yêu một người trong đời.",giai-tri,,
2691,Gala 'Tinh hoa gạo Việt': Tôn vinh bản sắc dân tộc,"TP HCMGala ""Tinh hoa gạo Việt"" quy tụ loạt nghệ sĩ trình diễn các tiết mục đậm bản sắc dân tộc, mở màn Hội chợ du lịch Quốc tế TP HCM, tối 7/9.",giai-tri,,
2692,BTC Hoa hậu Hòa bình bị phạt 55 triệu đồng ,Công ty Minh Khang - đơn vị tổ chức Miss Peace Vietnam - bị phạt 55 triệu đồng vì tổ chức casting thí sinh không xin phép.,giai-tri,,
2693,Bộ sưu tập váy áo Versace của Công nương Diana,Bộ đầm xanh pastel Gianni Versace thiết kế cho công nương Diana từng được đấu giá 197.000 USD.,giai-tri,,
2694,Tom Cruise ngồi trên nóc máy bay giữa không trung ,"Tài tử Tom Cruise trèo khỏi ghế máy bay ở độ cao hàng trăm mét để quảng bá phần mới ""Mission Impossible"".",giai-tri,,
2695,Họa sĩ Bùi Quang Viễn không bị buộc tiêu hủy tranh ,"UBND TP HCM ra quyết định họa sĩ Bùi Quang Viễn được giữ 29 bức tranh, thay vì phải tiêu hủy như trước đó do ""triển lãm không phép"".",giai-tri,,
2696,Phong cách của cô gái Nambia có 'Nhan sắc vượt thời gian',"Hoa hậu Chanique Rabe - thắng bình chọn ""Nhan sắc vượt thời gian"" 2021 - chuộng phong cách du mục xen lẫn hiện đại.",giai-tri,,
2697,"Bùi Lan Hương ra MV cảm hứng Tiên Dung, Chử Đồng Tử ","Ca sĩ Bùi Lan Hương ra MV ""Chuyện thần tiên"", lấy cảm hứng từ chuyện tình của Tiên Dung và Chử Đồng Tử.",giai-tri,,
2698,"Jordan Peele: 'Sự kỳ vọng là món quà, không phải áp lực' ","Đạo diễn từng thắng Oscar Jordan Peele nói sự trông ngóng của khán giả khiến ông cố gắng thực hiện ""Nope"" một cách xứng đáng.",giai-tri,,
2699,Ảnh cưới của Đường Nghệ Hân bị dùng minh họa án mạng ,Trung QuốcHình cưới vợ chồng diễn viên Đường Nghệ Hân - Trương Nhược Quân bị một game show dùng minh họa án mạng.,giai-tri,,
2700,Bảo Anh tận hưởng cuộc sống độc thân tuổi 30 ,"Ca sĩ Bảo Anh tự do làm công việc yêu thích, không áp lực chuyện cưới chồng, suy nghĩ lạc quan khi bước sang tuổi 30.",giai-tri,,
2701,Thủy Nguyễn triển lãm tranh ở Pháp ,"Triển lãm ""Bồng bềnh chốn hư không"" của Thủy Nguyễn sẽ diễn ra tại vườn nghệ thuật ở Pháp từ ngày 24/9 đến 31/12.",giai-tri,,
2702,Tuấn Hưng bị xem xét xử phạt vì show hát ở ban công ,"Hà NộiTuấn Hưng bị quận Hoàn Kiếm xem xét xử phạt vì làm show ở ban công nhà, hút đông fan, khi chưa được cấp phép.",giai-tri,,
2703,Khán giả phát hiện sạn trong 'Tây du ký' sau 22 năm ,"Trung QuốcMột khán giả ở tỉnh Chiết Giang lần đầu nhìn ra sơ hở trong ""Tây du ký"" sau nhiều lần xem phim.",giai-tri,,
2704,Phim 'Cù lao xác sống' đạt 10 tỷ đồng dù bị chê ,"""Cù lao xác sống"" - phim Việt 18+ về zombie - thu hơn 10 tỷ đồng sau bốn ngày nghỉ lễ dù nội dung bị chê.",giai-tri,,
2705,Dương Mỹ Linh: 'Chồng sắp cưới hứa lo cho tôi suốt đời' ,"Hoa hậu Dương Mỹ Linh nói chồng sắp cưới mất một năm theo đuổi, khiến cô mở lòng sau những đổ vỡ.",giai-tri,,
2706,Địch Lệ Nhiệt Ba chuộng váy của nhà thiết kế Việt ,Mỹ nữ Tân Cương Địch Lệ Nhiệt Ba yêu thích các mẫu đầm ôm sát của nhà thiết kế Phạm Đăng Anh Thư.,giai-tri,,
2707,Danh Chiếu Linh được trao danh hiệu Mister Global 2021 ,Danh Chiếu Linh được chủ tịch cuộc thi Mister Global trao lại giải Nam vương toàn cầu 2021 vì người đương nhiệm bỏ danh hiệu.,giai-tri,,
2708,Brooklyn Beckham: 'Tôi muốn có nhiều con' ,"Brooklyn Beckham và Nicola Peltz cho biết nóng lòng muốn có con, trong cuộc phỏng vấn với Vogue.",giai-tri,,
2709,Tài tử 'Mummy' khóc khi ra mắt phim mới ,"ItalyBrendan Fraser - nổi tiếng với vai chính trong ""Mummy"" - khóc khi được khán giả vỗ tay tán thưởng sáu phút tại Liên hoan phim Venice.",giai-tri,,
2710,Dàn sao diện thanh lịch trên thảm đỏ Venice,"ItalyPenelope Cruz, Hồng Châu - diễn viên gốc Việt, siêu mẫu Irina Shayk... diện váy trang nhã trên thảm đỏ LHP Venice, Italy.",giai-tri,,
2711,Dàn diễn viên 'Đồng hồ cát' sau 27 năm ,"Go Hyun Jung, Lee Jung Jae thăng hoa sự nghiệp nhưng lận đận tình duyên, Choi Min Soo hạnh phúc bên vợ, sau 27 năm đóng ""Đồng hồ cát"".",giai-tri,,
2712,Lê Thanh Hòa làm show Thu Đông 2022 ở Hà Nội ,"Nhà thiết kế Lê Thanh Hòa lần đầu ra mắt bộ sưu tập Thu Đông 2022 phong cách Á đông tại Hà Nội, ngày 27/10.",giai-tri,,
2713,Phim 'Cù lao xác sống' yếu kịch bản,"Trong phim Việt 18+ ""Cù lao xác sống"", hai nhân vật hát cải lương để quên nỗi sợ giữa vòng vây zombie.",giai-tri,,
2714,Người mẫu Châu Kim Sang trong ký ức đồng nghiệp ,"Trước khi qua đời ở tuổi 26 vì ung thư não, Châu Kim Sang muốn dùng tiền chữa bệnh để sang Thái Lan hoàn thiện phẫu thuật chuyển giới.",giai-tri,,
2715,Lưu Đức Hoa lập kỷ lục ,"Thiên vương Hong Kong Lưu Đức Hoa lập kỷ lục với hơn 350 triệu lượt theo dõi, khi làm liveshow trực tuyến tối 3/9.",giai-tri,,
2716,Hoa hậu Namibia giành danh hiệu 'Nhan sắc vượt thời gian' ,"Chanique Rabe - người đẹp Namibia từng đăng quang Miss Supranational 2021 - được bình chọn là ""Timeless Beauty"" của Missosology.",giai-tri,,
2717,Thí sinh Trung Quốc tại Miss World kiện vì 'bị xúc phạm' ,"Tần Trạch Văn, thí sinh Trung Quốc tại Miss World 2022, kiện vì bị nói ""gian dối học vấn, được đại gia nâng đỡ"".",giai-tri,,
2718,Han So Hee tái xuất sau tai nạn phim trường ,Hàn QuốcDiễn viên Han So Hee dự sự kiện sau khi bị thương ở mặt vì đóng cảnh hành động.,giai-tri,,
2719,Nghệ sĩ Lê Thiện diễn kịch miễn phí ,"Diễn viên Lê Thiện sẽ đóng vở ""Mẹ mãi trong đời con"", thuộc dự án nghệ thuật cộng đồng.",giai-tri,,
2720,Phim Việt tranh giải tại Liên hoan phim Busan ,"""Memento Mori: Đất"" - phim Việt về người mẹ ung thư - thi hạng mục New Currents của LHP Busan 2022.",giai-tri,,
2721,Triển lãm 'điêu khắc ánh sáng' của Bùi Văn Tự ,Hà NộiNghệ sĩ Bùi Văn Tự kết hợp nghệ thuật điêu khắc và ánh sáng để tạo ra chân dung các danh nhân thế giới.,giai-tri,,
2722,Phong độ tuổi 90 của Hồ Phong ,"Nghệ sĩ Hong Kong Hồ Phong nói nhờ đi bộ, chạy bộ và tâm hồn trẻ trung, ông đủ sức khỏe làm liveshow, miệt mài đóng phim ở tuổi 90.",giai-tri,,
2723,Châu Kim Sang qua đời ở tuổi 26 ,"Châu Kim Sang, 26 tuổi, người mẫu từng gây chú ý trong cộng đồng LGBT, qua đời tại nhà trọ ở TP HCM vì ung thư não, ngày 3/9.",giai-tri,,
2724,Nhà hát kịch Hà Nội chờ xác minh thông tin về Hồng Đăng ,"Nhà hát Kịch Hà Nội nói Hồng Đăng thuộc trường hợp ""chưa xử lý kỷ luật"" vì còn chờ kết luận của cơ quan điều tra.",giai-tri,,
2725,'Có những niềm riêng' - tiếng lòng của Giang Hồng Ngọc ,"Giang Hồng Ngọc dùng cảm xúc thăng trầm trong cuộc sống để hát loạt tình ca album ""Có những niềm riêng"".",giai-tri,,
2726,Tài tử 'Trùm Hương Cảng' bị tấn công bằng dao ,"Trung QuốcHoàng Tuấn Phong, đóng ""Trùm Hương Cảng"" cùng Chân Tử Đan, bị đâm vào mặt khi đi ăn nhà hàng.",giai-tri,,
2727,Jane Fonda mắc ung thư ,"Minh tinh Mỹ Jane Fonda cho biết mắc ung thư hạch không Hodgkin, chuẩn bị tiến hành hóa trị.",giai-tri,,
2728,Hamlet Trương: 'Tôi sợ đám đông' ,"Hamlet Trương, nhạc sĩ ""Bậu ơi đừng khóc"", nói thích âm thầm làm việc, không thoải mái chốn đông người, ngại giao du giới showbiz.",giai-tri,,
2729,Leonardo DiCaprio - tài tử đào hoa ,"Tài tử Leonardo DiCaprio trải qua hơn 20 cuộc tình công khai, trong đó có nhiều mỹ nhân đình đám như Naomi Campbell, Gisele Bundchen.",giai-tri,,
2730,Điều gì đã giết chết Michael Jackson? ,"Michael Jackson từng dùng chín cái tên giả để đi gom thuốc an thần, dưới sự hỗ trợ của một bác sĩ da liễu ở Hollywood.",giai-tri,,
2731,Quốc ca phiên bản violin độc tấu ,"Nghệ sĩ Trịnh Minh Hiền phát hành MV ""Quốc ca"" phiên bản violin độc tấu, dịp Quốc khánh 2/9.",giai-tri,,
2732,Vương Hạc Đệ - mỹ nam vụt sáng nhờ vai phản diện,"Vương Hạc Đệ nổi tiếng nhất mùa phim hè Trung Quốc, sau thành công của vai Đông Phương Thanh Thương phim ""Thương Lan quyết"".",giai-tri,,
2733,Sức hút phong cách Công nương Diana qua 25 năm ,"Quần biker, áo quá khổ - những trang phục gắn liền Công nương Diana - vẫn được yêu thích, săn tìm dù bà đã qua đời 25 năm.",giai-tri,,
2734,Châu Kim Sang phải thở máy ,"Người mẫu chuyển giới Châu Kim Sang hiện thở bằng máy, không thể ăn uống vì ung thư não giai đoạn cuối.",giai-tri,,
2735,Phim dài 3 tiếng được vỗ tay 4 phút tại LHP Venice ,"Italy""Bardo"" - tác phẩm dài 178 phút của Alejandro G. Iñárritu - được khán giả vỗ tay hơn bốn phút.",giai-tri,,
2736,Người tình Cristiano Ronaldo khoe đường cong ở thảm đỏ Venice,ItalyGeorgina Rodriguez - bạn gái Cristiano Ronaldo - diện đầm cắt xẻ bên dàn sao ở Liên hoan phim Venice 2022 hôm 1/9.,giai-tri,,
2737,Những ý tưởng phối đồ cho kỳ nghỉ thu,"Đầm dệt kim và blazer cùng tông là một trong những cách kết hợp phóng khoáng, phù hợp tiết trời thu.",giai-tri,,
2738,Tượng hai người cõng nhau thổi khèn - bảo vật về người Việt cổ ,"Tượng đồng hai người cõng nhau thổi khèn cao 8,5 cm, rộng 9,5 cm, được tìm thấy khi khai quật mộ cổ ở Thanh Hóa.",giai-tri,,
2739,Loạt phim ra rạp tháng 9 ,"Các phim Việt có Chi Pu, Ngô Kiến Huy ra rạp trong nước cùng các tác phẩm của George Clooney, Julia Roberts.",giai-tri,,
2740,Bốn năm yêu của Leonardo DiCaprio và Camila Morrone ,Tài tử Leonardo DiCaprio có hơn bốn năm hạnh phúc với người mẫu Camila Morrone trước khi cả hai chia tay.,giai-tri,,
2741,Trấn Thành khóc vì thương Ali Hoàng Dương ,"Diễn viên Trấn Thành nghẹn ngào khi nghe Ali Hoàng Dương nói ""không có tiền làm MV, phải vay mượn bạn bè"".",giai-tri,,
2742,Như Quỳnh: 'Sống một mình không dễ' ,Ca sĩ Như Quỳnh nói âm nhạc giúp chị vơi bớt hiu quạnh khi sống một mình ở tuổi ngoài 50.,giai-tri,,
2743,Thần tượng Kpop ảo hút triệu view ,"Apoki - thần tượng Kpop ảo - phát hành MV ""West Swing"", thu hút 8,7 triệu lượt xem trên YouTube.",giai-tri,,
2744,Chín phim Hàn lên sóng trong tháng 9 ,"Kim Go Eun đóng ""Little Women"" bản Hàn Quốc, Park Min Young có tình tay ba trong phim ""Hợp đồng tình yêu"".",giai-tri,,
2745,Shia LaBeouf đóng phim của đạo diễn 'The Godfather' ,"Shia LaBeouf tham gia ""Megalopolis"" - phim đạo diễn Francis Ford Coppola ấp ủ nhiều năm qua.",giai-tri,,
2746,Nguyên Hà: 'Tôi yếu đuối khi yêu' ,"Ca sĩ Nguyên Hà trải qua hai mối tình nhiều thăng trầm, và đổ vỡ là xúc tác để cô hát những bài nhạc buồn.",giai-tri,,
2747,Tài tử 'Anh hùng xạ điêu' chữa bệnh miễn phí cho người nghèo ,"Hong KongDoãn Tài, đóng ""Anh hùng xạ điêu"" 1983, là thầy thuốc Đông y, không lấy tiền người già khó khăn.",giai-tri,,
2748,Serena Williams - tay vợt phá vỡ các rào cản thời trang ,Nữ hoàng quần vợt Serena Williams sử dụng quần áo để thể hiện cá tính và thay đổi các quan niệm trong xã hội.,giai-tri,,
2749,Diệp Tuyền bị dao đạo cụ đâm vào mặt khi biểu diễn ,"Trung QuốcDiễn viên Diệp Tuyền bị dao đâm trúng mặt khi diễn kịch, phải hủy lưu diễn.",giai-tri,,
2750,Dàn sao dự khai mạc LHP Venice,"ItalyNgười mẫu Alessandra Ambrosio, chính trị gia Hillary Clinton... hội tụ trên thảm đỏ mở màn Liên hoan phim Venice 2021.",giai-tri,,
2751,Nghệ sĩ Quốc Anh xúc động khi nghỉ hưu ,"NSND Quốc Anh khóc khi chia tay Nhà hát Chèo Hà Nội để về hưu, cho biết vẫn tiếp tục theo đuổi đam mê diễn xuất.",giai-tri,,
2752,Phong cách Julianne Moore ở tuổi ngoài 60,"Minh tinh Julianne Moore tươi trẻ nhờ chọn trang phục có phom dáng, màu sắc đa dạng ở tuổi lục tuần.",giai-tri,,
2753,Lâm Chí Dĩnh: 'Bình an là phúc' ,"Tài tử Đài Loan Lâm Chí Dĩnh nói sau cơn thập tử nhất sinh vì tai nạn giao thông, anh thấm thía ""bình an là phúc"".",giai-tri,,
2754,Mỹ nhân Hong Kong phục vụ ở nhà hàng ,"Lương Nhân, từng đóng phim TVB, làm phục vụ ở tiệm đồ ăn Nhật để mưu sinh sau nửa năm thất nghiệp.",giai-tri,,
2755,Tạo hình dàn sao 'Phi hồ ngoại truyện' 2022 ,"Trung QuốcLưu Tuyết Hoa, Hà Nhuận Đông... tham gia ""Phi hồ ngoại truyện"" 2022, chuyển thể truyện Kim Dung.",giai-tri,,
2756,Tài tử 'Rambo' từ chối nhường biệt thự 35 triệu USD cho vợ ,"MỹTài tử Sylvester Stallone phản đối yêu cầu độc quyền sử dụng biệt thự ở Palm Beach, Florida của vợ khi ly hôn.",giai-tri,,
2757,Hồ Hoài Anh bị cảnh cáo ,Nhạc sĩ Hồ Hoài Anh bị ban lãnh đạo Học viện Âm nhạc Quốc gia Việt Nam cảnh cáo vì lỗi đi nước ngoài không xin phép cơ quan.,giai-tri,,
2758,'Cù lao xác sống' là phim Việt duy nhất ra rạp lễ 2/9 ,"""Cù lao xác sống"" - phim Việt đề tài zombie - là tác phẩm trong nước duy nhất ra rạp lễ 2/9, đối đầu gần 10 phim quốc tế.",giai-tri,,
2759,Chân Tử Đan kỷ niệm 19 năm cưới ,Sao võ thuật Hong Kong Chân Tử Đan mừng 19 năm kết hôn với người mẫu Uông Thi Thi.,giai-tri,,
2760,Diễn viên Charlbi Dean qua đời ở tuổi 32 ,"MỹNữ diễn viên Charlbi Dean đóng ""Triangle of Sadness"" - phim thắng Cành Cọ Vàng tại Cannes 2022 - đột ngột qua đời vì bạo bệnh ở tuổi 32.",giai-tri,,
2761,Leonardo DiCaprio chia tay bạn gái ,"MỹTài tử Leonardo DiCaprio chia tay người mẫu kiêm diễn viên Camila Morrone, 25 tuổi, sau bốn năm yêu.",giai-tri,,
2762,Ngọc cổ hơn 200 tuổi lần đầu được trưng bày ,"TP HCMKhoảng 200 hiện vật ngọc, thế kỷ 18, 19, lần đầu được giới thiệu với khán giả tại triển lãm ""Dáng ngọc"", hôm 30/8.",giai-tri,,
2763,Những tác phẩm được chờ đón tại LHP Venice 2022,"Phim của Ana de Armas, Timothée Chalamet, Hugh Jackman... được giới phê bình và khán giả quốc tế trông đợi tại Liên hoan phim Venice 2022.",giai-tri,,
2764,Đêm nhạc In the Mirror - Gương thần 3 phát trực tuyến ,"Ngoài xem trực tiếp, khán giả có thể theo dõi trọn vẹn đêm nhạc có sự tham gia của ca sĩ Lê Hiếu, Nguyên Hà trên các nền tảng online, tối ngày 9/9.",giai-tri,,
2765,"Người mẫu, diễn viên hài đi casting Miss Grand Vietnam ","TP HCMNhiều người mẫu, diễn viên hài như Quỳnh Châu, Mai Ngô, Nguyên Thảo... tham gia casting Miss Grand Vietnam 2022, sáng 30/8.",giai-tri,,
2766,Lương Bích Hữu gợi ký ức thanh xuân khi tái xuất ,"Lương Bích Hữu khiến khán giả 8x, 9x xúc động khi xuất hiện tại một chương trình âm nhạc sau nhiều năm vắng bóng.",giai-tri,,
2767,Đoàn phim 'Inventing Anna' bị kiện tội phỉ báng ,"MỹNhà báo Rachel Williams tố cáo êkíp ""Inventing Anna"" xuyên tạc hình ảnh của cô khi đưa vào phim.",giai-tri,,
2768,Vợ giúp tài tử Hong Kong vực dậy sau phá sản ,"Nghệ sĩ Hong Kong Chung Trấn Đào gặp vợ lúc cuộc đời bi đát nhất: Phá sản vì đầu tư bất động sản, nợ hơn 30 triệu USD.",giai-tri,,
2769,Serena Williams đi giày nạm 400 viên kim cương khi thi đấu ,"Mỹ""Nữ hoàng quần vợt"" Serena Williams mang giày đính 400 viên kim cương trong trận đấu hôm 29/8.",giai-tri,,
2770,Chris Rock từ chối dẫn Oscar 2023 ,Danh hài Chris Rock cho biết từ chối lời mời dẫn lễ trao giải Oscar 2023 sau khi bị Will Smith đánh trên sân khấu.,giai-tri,,
2771,Đời thường của Xuân Quỳnh - Lưu Quang Vũ qua ký ức người thân ,"Lưu Tuấn Anh - con trai Xuân Quỳnh - nhớ kỷ niệm dượng Lưu Quang Vũ lĩnh nhuận bút, cho đi dã ngoại sông Hồng, ăn bánh mì.",giai-tri,,
2772,Jennifer Lopez chỉ trích khách dự đám cưới ,Ca sĩ Jennifer Lopez bức xúc khi một khách mời quay trộm cảnh cô hát tặng Ben Affleck trong đám cưới và bán lại cho các kênh truyền thông.,giai-tri,,
2773,Mỹ nam hủy hoại sự nghiệp vì bê bối tình ái ,"Tài tử Trung Quốc Từ Khai Sính đối diện đền bù 40 triệu nhân dân tệ (5,8 triệu USD) vì scandal tình ái của anh liên lụy đoàn phim.",giai-tri,,
2774,Những bộ đầm gợi cảm ở Liên hoan phim Venice,"Đầm cắt xẻ của Mônot, Prada... giúp Dakota Johnson, Jennifer Lopez... tôn đường cong trên thảm đỏ Venice qua các mùa.",giai-tri,,
2775,Gu mặc tuổi 66 của minh tinh 'Đời sống chợ đêm' ,"Trần Mỹ Phượng, diễn viên Đài Loan đóng ""Đời sống chợ đêm"", chuộng váy ngắn, đầm cắt xẻ tôn dáng tuổi 66.",giai-tri,,
2776,Siêu thực lên ngôi,"Trường phái siêu thực là xu hướng thời trang được yêu thích, phát triển mạnh mẽ trong hai năm qua.",giai-tri,,
2777,Sao nữ Hàn qua đời ở tuổi 27 ,"Nữ diễn viên Hàn Quốc Yoo Joo Eun qua đời ở tuổi 27 tại nhà riêng sáng 29/8, để lại di thư.",giai-tri,,
2778,Rối cạn kết hợp rối nước hút khán giả dịp Trung thu ,"Vở rối ""Cuộc chu du của chú Cuội và chị Hằng"", Nhà hát Múa rối Thăng Long, thu hút hàng trăm khán giả.",giai-tri,,
2779,Series 'Chúa Nhẫn' nhận nhiều lời khen ,"Các tập đầu ""The Rings of Power"" - series tiền truyện ""Lord of the Rings"" - được nhiều nhà phê bình quốc tế khen.",giai-tri,,
2780,Dung nhan hoa hậu Hoàn vũ Ấn Độ 2022 ,"Divita Rai, kiến trúc sư kiêm người mẫu 24 tuổi, đăng quang Miss Universe Ấn Độ 2022.",giai-tri,,
2781,Những bộ cánh nổi loạn ở VMAs,Lizzo được ví như phù thủy bạch tuộc Ursula trong bộ đầm đen khổng lồ trên thảm đỏ VMAs 2022.,giai-tri,,
2782,Johnny Depp gây bất ngờ tại MTV VMAs ,MỹTài tử Johnny Depp bất ngờ xuất hiện trong trang phục Moon Person - linh vật của lễ trao giải MTV VMAs 2022.,giai-tri,,
2783,Ưng Hoàng Phúc ra sách về 20 năm ca hát ,"Ca sĩ Ưng Hoàng Phúc ra sách ""Chạm"" kể cuộc đời từ thời trẻ đến khi thành danh trong âm nhạc, có gia đình.",giai-tri,,
2784,Taylor Swift diện váy hở lưng ở VMAs,"MỹCa sĩ Taylor Swift chọn váy hở lưng, hội tụ bên dàn sao ở VMAs 2022 tối 28/8 (giờ địa phương) ở New Jersey.",giai-tri,,
2785,Trương Trí Lâm đón tuổi 51 bên vợ ,Tài tử Hong Kong Trương Trí Lâm gây chú ý với video mừng sinh nhật 51 tuổi bên vợ - Viên Vịnh Nghi.,giai-tri,,
2786,Cục trưởng Điện ảnh: Rạp phim chỉ nên mở đến 2h sáng ,Cục trưởng Điện ảnh Vi Kiến Thành ủng hộ rạp phim chiếu sau 0h nhưng chỉ nên đến 2h sáng và phải đảm bảo an toàn.,giai-tri,,
2787,Tranh 'Phụ nữ Việt Nam' bán giá 780.000 đôla Singapore ,"SingaporeBức ""Phụ nữ Việt Nam"" của Lê Phổ đạt mức 781.200 SGD (hơn 13 tỷ đồng), trong phiên chiều 28/8.",giai-tri,,
2788,Thanh Duy Idol: 'Không lấy chuyện giới tính đánh bóng bản thân' ,"Ca sĩ Thanh Duy Idol nói làm drag show để chia sẻ với khán giả về người phụ nữ bên trong anh, không PR bản thân.",giai-tri,,
